prefecture_id,prefectureJP,prefecture_EN,week_ending_date,Observed_weighted,Observed
1,"北海道","Hokkaido",26feb2017,345,345
1,"北海道","Hokkaido",05mar2017,354,354
1,"北海道","Hokkaido",12mar2017,387,387
1,"北海道","Hokkaido",19mar2017,346,346
1,"北海道","Hokkaido",26mar2017,373,373
1,"北海道","Hokkaido",02apr2017,382,382
1,"北海道","Hokkaido",09apr2017,367,367
1,"北海道","Hokkaido",16apr2017,356,356
1,"北海道","Hokkaido",23apr2017,347,347
1,"北海道","Hokkaido",30apr2017,370,370
1,"北海道","Hokkaido",07may2017,362,362
1,"北海道","Hokkaido",14may2017,370,370
1,"北海道","Hokkaido",21may2017,395,395
1,"北海道","Hokkaido",28may2017,352,352
1,"北海道","Hokkaido",04jun2017,376,376
1,"北海道","Hokkaido",11jun2017,368,368
1,"北海道","Hokkaido",18jun2017,355,355
1,"北海道","Hokkaido",25jun2017,379,379
1,"北海道","Hokkaido",02jul2017,365,365
1,"北海道","Hokkaido",09jul2017,397,397
1,"北海道","Hokkaido",16jul2017,369,369
1,"北海道","Hokkaido",23jul2017,345,345
1,"北海道","Hokkaido",30jul2017,371,371
1,"北海道","Hokkaido",06aug2017,367,367
1,"北海道","Hokkaido",13aug2017,366,366
1,"北海道","Hokkaido",20aug2017,360,360
1,"北海道","Hokkaido",27aug2017,374,374
1,"北海道","Hokkaido",03sep2017,388,388
1,"北海道","Hokkaido",10sep2017,354,354
1,"北海道","Hokkaido",17sep2017,393,393
1,"北海道","Hokkaido",24sep2017,360,360
1,"北海道","Hokkaido",01oct2017,349,349
1,"北海道","Hokkaido",08oct2017,357,357
1,"北海道","Hokkaido",15oct2017,379,379
1,"北海道","Hokkaido",22oct2017,399,399
1,"北海道","Hokkaido",29oct2017,341,341
1,"北海道","Hokkaido",05nov2017,361,361
1,"北海道","Hokkaido",12nov2017,381,381
1,"北海道","Hokkaido",19nov2017,368,368
1,"北海道","Hokkaido",26nov2017,383,383
1,"北海道","Hokkaido",03dec2017,350,350
1,"北海道","Hokkaido",10dec2017,379,379
1,"北海道","Hokkaido",17dec2017,371,371
1,"北海道","Hokkaido",24dec2017,353,353
1,"北海道","Hokkaido",31dec2017,359,359
1,"北海道","Hokkaido",07jan2018,345,345
1,"北海道","Hokkaido",14jan2018,400,400
1,"北海道","Hokkaido",21jan2018,427,427
1,"北海道","Hokkaido",28jan2018,400,400
1,"北海道","Hokkaido",04feb2018,395,395
1,"北海道","Hokkaido",11feb2018,369,369
1,"北海道","Hokkaido",18feb2018,368,368
1,"北海道","Hokkaido",25feb2018,414,414
1,"北海道","Hokkaido",04mar2018,411,411
1,"北海道","Hokkaido",11mar2018,374,374
1,"北海道","Hokkaido",18mar2018,364,364
1,"北海道","Hokkaido",25mar2018,391,391
1,"北海道","Hokkaido",01apr2018,358,358
1,"北海道","Hokkaido",08apr2018,379,379
1,"北海道","Hokkaido",15apr2018,349,349
1,"北海道","Hokkaido",22apr2018,371,371
1,"北海道","Hokkaido",29apr2018,385,385
1,"北海道","Hokkaido",06may2018,356,356
1,"北海道","Hokkaido",13may2018,350,350
1,"北海道","Hokkaido",20may2018,373,373
1,"北海道","Hokkaido",27may2018,322,322
1,"北海道","Hokkaido",03jun2018,376,376
1,"北海道","Hokkaido",10jun2018,348,348
1,"北海道","Hokkaido",17jun2018,371,371
1,"北海道","Hokkaido",24jun2018,367,367
1,"北海道","Hokkaido",01jul2018,381,381
1,"北海道","Hokkaido",08jul2018,317,317
1,"北海道","Hokkaido",15jul2018,375,375
1,"北海道","Hokkaido",22jul2018,377,377
1,"北海道","Hokkaido",29jul2018,355,355
1,"北海道","Hokkaido",05aug2018,353,353
1,"北海道","Hokkaido",12aug2018,323,323
1,"北海道","Hokkaido",19aug2018,376,376
